(0.000) BEGIN; args=None; alias=default
(0.000) SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE ("django_content_type"."app_label" = 'projeng' AND "django_content_type"."model" = 'notification') LIMIT 21; args=('projeng', 'notification'); alias=default
(0.000) UPDATE "django_content_type" SET "app_label" = 'projeng', "model" = 'notification' WHERE "django_content_type"."id" = 14; args=('projeng', 'notification', 14); alias=default
(0.000) UPDATE "django_session" SET "session_data" = '.eJxVjMsOwiAQRf-FtSHQ4enSvd9AGBikaiAp7cr479qkC93ec859sRC3tYZt0BLmzM4M2Ol3w5ge1HaQ77HdOk-9rcuMfFf4QQe_9kzPy-H-HdQ46rfW5JCKxDyJHNEZLAYEaT-BV9b5ok301hRStkgFkKR1JIUCbcGgKIq9P-x7N1o:1uHbt6:TILwOW1eD2l77TAwEGOpuKprBNbYwKrlVCAZtnrUjJc', "expire_date" = '2025-06-04T05:21:08.777000+00:00'::timestamptz WHERE "django_session"."session_key" = '1067j2nboyymyjtf4ppne9zi4fxmzf43'; args=('.eJxVjMsOwiAQRf-FtSHQ4enSvd9AGBikaiAp7cr479qkC93ec859sRC3tYZt0BLmzM4M2Ol3w5ge1HaQ77HdOk-9rcuMfFf4QQe_9kzPy-H-HdQ46rfW5JCKxDyJHNEZLAYEaT-BV9b5ok301hRStkgFkKR1JIUCbcGgKIq9P-x7N1o:1uHbt6:TILwOW1eD2l77TAwEGOpuKprBNbYwKrlVCAZtnrUjJc', datetime.datetime(2025, 6, 4, 5, 21, 8, 777000, tzinfo=datetime.timezone.utc), '1067j2nboyymyjtf4ppne9zi4fxmzf43'); alias=default
(0.000) UPDATE "django_session" SET "session_data" = '.eJxVjDsOwyAQBe9CHSEWMOCU6X0GxGc3OIlAMnYV5e6xJRdJ-2bmvZkP21r81nHxc2ZXBuzyu8WQnlgPkB-h3htPra7LHPmh8JN2PrWMr9vp_h2U0MtejwBINhmhFFpSkJMLgkYYiJAGrbMUYK2AbI0QBqUjcsmCilHLvdDs8wXbUDdz:1uedxV:uVPZ4y3MorOoXeC_obeVL8lXXckGNCjg8_HpIYZuHVQ', "expire_date" = '2025-08-06T18:12:53.385000+00:00'::timestamptz WHERE "django_session"."session_key" = 'dcqupa8y35c7kvooqikh2p1n2xjrpnmy'; args=('.eJxVjDsOwyAQBe9CHSEWMOCU6X0GxGc3OIlAMnYV5e6xJRdJ-2bmvZkP21r81nHxc2ZXBuzyu8WQnlgPkB-h3htPra7LHPmh8JN2PrWMr9vp_h2U0MtejwBINhmhFFpSkJMLgkYYiJAGrbMUYK2AbI0QBqUjcsmCilHLvdDs8wXbUDdz:1uedxV:uVPZ4y3MorOoXeC_obeVL8lXXckGNCjg8_HpIYZuHVQ', datetime.datetime(2025, 8, 6, 18, 12, 53, 385000, tzinfo=datetime.timezone.utc), 'dcqupa8y35c7kvooqikh2p1n2xjrpnmy'); alias=default
(0.000) UPDATE "django_session" SET "session_data" = '.eJxVjDsOwyAQBe9CHSEWMOCU6X0GxGc3OIlAMnYV5e6xJRdJ-2bmvZkP21r81nHxc2ZXBuzyu8WQnlgPkB-h3htPra7LHPmh8JN2PrWMr9vp_h2U0MtejwBINhmhFFpSkJMLgkYYiJAGrbMUYK2AbI0QBqUjcsmCilHLvdDs8wXbUDdz:1ueZTG:shPW8x1Qz_1gurOjjihIA52C13BP8pMw35IcA80hCn0', "expire_date" = '2025-08-06T13:25:22.215000+00:00'::timestamptz WHERE "django_session"."session_key" = 'hlzrgob814mphaaj7y25bzgnz5l0qfho'; args=('.eJxVjDsOwyAQBe9CHSEWMOCU6X0GxGc3OIlAMnYV5e6xJRdJ-2bmvZkP21r81nHxc2ZXBuzyu8WQnlgPkB-h3htPra7LHPmh8JN2PrWMr9vp_h2U0MtejwBINhmhFFpSkJMLgkYYiJAGrbMUYK2AbI0QBqUjcsmCilHLvdDs8wXbUDdz:1ueZTG:shPW8x1Qz_1gurOjjihIA52C13BP8pMw35IcA80hCn0', datetime.datetime(2025, 8, 6, 13, 25, 22, 215000, tzinfo=datetime.timezone.utc), 'hlzrgob814mphaaj7y25bzgnz5l0qfho'); alias=default
(0.000) UPDATE "django_session" SET "session_data" = '.eJxVjMsOwiAQAP-FsyE8irAevfsNze4CUjWQlPZk_HdD0oNeZybzFjPuW5n3ntZ5ieIijDj9MkJ-pjpEfGC9N8mtbutCciTysF3eWkyv69H-DQr2MraRWJMiDQ6QOYCzyiTPlCFQyg5jBpogKE0WDSc_ZVTBRXP2aLX24vMFBC84XQ:1vGrBo:7ZURuqh09Jp7-ZB3VV4SJeHZJ4e4DQ4hU7q40uTDlqU', "expire_date" = '2025-11-06T04:31:36.279000+00:00'::timestamptz WHERE "django_session"."session_key" = 'jr1fkzv864efnm2ter6a3q82potszxce'; args=('.eJxVjMsOwiAQAP-FsyE8irAevfsNze4CUjWQlPZk_HdD0oNeZybzFjPuW5n3ntZ5ieIijDj9MkJ-pjpEfGC9N8mtbutCciTysF3eWkyv69H-DQr2MraRWJMiDQ6QOYCzyiTPlCFQyg5jBpogKE0WDSc_ZVTBRXP2aLX24vMFBC84XQ:1vGrBo:7ZURuqh09Jp7-ZB3VV4SJeHZJ4e4DQ4hU7q40uTDlqU', datetime.datetime(2025, 11, 6, 4, 31, 36, 279000, tzinfo=datetime.timezone.utc), 'jr1fkzv864efnm2ter6a3q82potszxce'); alias=default
(0.000) UPDATE "django_session" SET "session_data" = '.eJxVjDkOwjAUBe_iGlnxEtuhpOcM0d-MA8iWslSIu0OkFNC-mXkvNcK2lnFbZB4nVmdl1el3Q6CH1B3wHeqtaWp1nSfUu6IPuuhrY3leDvfvoMBSvjVxBjdETmIyGkQhsJ5cF9Aii_GRA_veZZFshmAjebKdi5QiJIbQq_cHHwo47g:1uHaXU:7OsKWT9Iu25U84KqV6siMNewPloSwl7XXW1jWfr-f_4', "expire_date" = '2025-06-04T03:54:44.919000+00:00'::timestamptz WHERE "django_session"."session_key" = 'lcbsvmr75fu6p056nnk2ybo5jbfyb38w'; args=('.eJxVjDkOwjAUBe_iGlnxEtuhpOcM0d-MA8iWslSIu0OkFNC-mXkvNcK2lnFbZB4nVmdl1el3Q6CH1B3wHeqtaWp1nSfUu6IPuuhrY3leDvfvoMBSvjVxBjdETmIyGkQhsJ5cF9Aii_GRA_veZZFshmAjebKdi5QiJIbQq_cHHwo47g:1uHaXU:7OsKWT9Iu25U84KqV6siMNewPloSwl7XXW1jWfr-f_4', datetime.datetime(2025, 6, 4, 3, 54, 44, 919000, tzinfo=datetime.timezone.utc), 'lcbsvmr75fu6p056nnk2ybo5jbfyb38w'); alias=default
(0.000) UPDATE "django_session" SET "session_data" = '.eJxVjDsOwjAQBe_iGln4s06Wkp4zWOv1hgSQLcVJhbg7spQC2jcz760i7dsc9yZrXLK6KK9Ov1sifkrpID-o3KvmWrZ1Sbor-qBN32qW1_Vw_w5manOvWcQ644J4EDgbzhYSIE4TeWY3BiJK6GBEmJJB43EICSUMyAPIaNXnC_XDN_U:1uIRIa:_IefjZ_UN5m-6g4z42d8Vzp5rg2Ba8Zudtp8HDs3T14', "expire_date" = '2025-06-06T12:14:52.133000+00:00'::timestamptz WHERE "django_session"."session_key" = 'msgtsosugxlafwahycvgk5kbqx4br0b4'; args=('.eJxVjDsOwjAQBe_iGln4s06Wkp4zWOv1hgSQLcVJhbg7spQC2jcz760i7dsc9yZrXLK6KK9Ov1sifkrpID-o3KvmWrZ1Sbor-qBN32qW1_Vw_w5manOvWcQ644J4EDgbzhYSIE4TeWY3BiJK6GBEmJJB43EICSUMyAPIaNXnC_XDN_U:1uIRIa:_IefjZ_UN5m-6g4z42d8Vzp5rg2Ba8Zudtp8HDs3T14', datetime.datetime(2025, 6, 6, 12, 14, 52, 133000, tzinfo=datetime.timezone.utc), 'msgtsosugxlafwahycvgk5kbqx4br0b4'); alias=default
(0.000) UPDATE "django_session" SET "session_data" = '.eJxVjDsOwyAQBe9CHSEWMOCU6X0GxGc3OIlAMnYV5e6xJRdJ-2bmvZkP21r81nHxc2ZXBuzyu8WQnlgPkB-h3htPra7LHPmh8JN2PrWMr9vp_h2U0MtejwBINhmhFFpSkJMLgkYYiJAGrbMUYK2AbI0QBqUjcsmCilHLvdDs8wXbUDdz:1uedxU:2a0zPH_ixdN7KAEqx3_gKoKxHKl2bcxhtjOU6Wclkc4', "expire_date" = '2025-08-06T18:12:52.828000+00:00'::timestamptz WHERE "django_session"."session_key" = 'qn8e8n1peqlt522l5x2ukhu0gk16b57g'; args=('.eJxVjDsOwyAQBe9CHSEWMOCU6X0GxGc3OIlAMnYV5e6xJRdJ-2bmvZkP21r81nHxc2ZXBuzyu8WQnlgPkB-h3htPra7LHPmh8JN2PrWMr9vp_h2U0MtejwBINhmhFFpSkJMLgkYYiJAGrbMUYK2AbI0QBqUjcsmCilHLvdDs8wXbUDdz:1uedxU:2a0zPH_ixdN7KAEqx3_gKoKxHKl2bcxhtjOU6Wclkc4', datetime.datetime(2025, 8, 6, 18, 12, 52, 828000, tzinfo=datetime.timezone.utc), 'qn8e8n1peqlt522l5x2ukhu0gk16b57g'); alias=default
(0.000) UPDATE "django_session" SET "session_data" = '.eJxVjMsOwiAQAP-FsyE8irAevfsNze4CUjWQlPZk_HdD0oNeZybzFjPuW5n3ntZ5ieIijDj9MkJ-pjpEfGC9N8mtbutCciTysF3eWkyv69H-DQr2MraRWJMiDQ6QOYCzyiTPlCFQyg5jBpogKE0WDSc_ZVTBRXP2aLX24vMFBC84XQ:1vGr97:JTVOwCTOtGue-dkCct5SwAKRllzfcfkJuTrT5_EL_zQ', "expire_date" = '2025-11-06T04:28:49.240000+00:00'::timestamptz WHERE "django_session"."session_key" = 'sa6f42a356b6imzs6j1gbgv6wht1vch5'; args=('.eJxVjMsOwiAQAP-FsyE8irAevfsNze4CUjWQlPZk_HdD0oNeZybzFjPuW5n3ntZ5ieIijDj9MkJ-pjpEfGC9N8mtbutCciTysF3eWkyv69H-DQr2MraRWJMiDQ6QOYCzyiTPlCFQyg5jBpogKE0WDSc_ZVTBRXP2aLX24vMFBC84XQ:1vGr97:JTVOwCTOtGue-dkCct5SwAKRllzfcfkJuTrT5_EL_zQ', datetime.datetime(2025, 11, 6, 4, 28, 49, 240000, tzinfo=datetime.timezone.utc), 'sa6f42a356b6imzs6j1gbgv6wht1vch5'); alias=default
(0.000) UPDATE "django_session" SET "session_data" = '.eJxVjMsOwiAQRf-FtSHQ4enSvd9AGBikaiAp7cr479qkC93ec859sRC3tYZt0BLmzM4M2Ol3w5ge1HaQ77HdOk-9rcuMfFf4QQe_9kzPy-H-HdQ46rfW5JCKxDyJHNEZLAYEaT-BV9b5ok301hRStkgFkKR1JIUCbcGgKIq9P-x7N1o:1uR8v4:Lt-BkaUYuitDIqGqDWqCWHGlgqfGWE8UfHiQ4BE4xlI', "expire_date" = '2025-06-30T12:26:34.538000+00:00'::timestamptz WHERE "django_session"."session_key" = 'z06n7j4bvrd2m0x4vueiki9x8qjh79o7'; args=('.eJxVjMsOwiAQRf-FtSHQ4enSvd9AGBikaiAp7cr479qkC93ec859sRC3tYZt0BLmzM4M2Ol3w5ge1HaQ77HdOk-9rcuMfFf4QQe_9kzPy-H-HdQ46rfW5JCKxDyJHNEZLAYEaT-BV9b5ok301hRStkgFkKR1JIUCbcGgKIq9P-x7N1o:1uR8v4:Lt-BkaUYuitDIqGqDWqCWHGlgqfGWE8UfHiQ4BE4xlI', datetime.datetime(2025, 6, 30, 12, 26, 34, 538000, tzinfo=datetime.timezone.utc), 'z06n7j4bvrd2m0x4vueiki9x8qjh79o7'); alias=default
(0.000) UPDATE "django_session" SET "session_data" = '.eJxVjMsOwiAQAP-FsyE8irAevfsNze4CUjWQlPZk_HdD0oNeZybzFjPuW5n3ntZ5ieIijDj9MkJ-pjpEfGC9N8mtbutCciTysF3eWkyv69H-DQr2MraRWJMiDQ6QOYCzyiTPlCFQyg5jBpogKE0WDSc_ZVTBRXP2aLX24vMFBC84XQ:1vGrOI:4Qd2zy5BzWSe6pUHWu3IeGa6kRpRaC3CmjCehfDBmkc', "expire_date" = '2025-11-06T04:44:30.619000+00:00'::timestamptz WHERE "django_session"."session_key" = 'zo5x7j2w7gh6mflpdah02nbf4jg5fqj8'; args=('.eJxVjMsOwiAQAP-FsyE8irAevfsNze4CUjWQlPZk_HdD0oNeZybzFjPuW5n3ntZ5ieIijDj9MkJ-pjpEfGC9N8mtbutCciTysF3eWkyv69H-DQr2MraRWJMiDQ6QOYCzyiTPlCFQyg5jBpogKE0WDSc_ZVTBRXP2aLX24vMFBC84XQ:1vGrOI:4Qd2zy5BzWSe6pUHWu3IeGa6kRpRaC3CmjCehfDBmkc', datetime.datetime(2025, 11, 6, 4, 44, 30, 619000, tzinfo=datetime.timezone.utc), 'zo5x7j2w7gh6mflpdah02nbf4jg5fqj8'); alias=default
(0.000) UPDATE "projeng_progressphoto" SET "progress_update_id" = 67, "image" = 'progress_photos/multi.jpg', "uploaded_at" = '2025-05-26T00:52:03.691000+00:00'::timestamptz WHERE "projeng_progressphoto"."id" = 63; args=(67, 'progress_photos/multi.jpg', datetime.datetime(2025, 5, 26, 0, 52, 3, 691000, tzinfo=datetime.timezone.utc), 63); alias=default
(0.000) UPDATE "projeng_progressphoto" SET "progress_update_id" = 68, "image" = 'progress_photos/road.webp', "uploaded_at" = '2025-06-16T12:28:40.448000+00:00'::timestamptz WHERE "projeng_progressphoto"."id" = 64; args=(68, 'progress_photos/road.webp', datetime.datetime(2025, 6, 16, 12, 28, 40, 448000, tzinfo=datetime.timezone.utc), 64); alias=default
(0.000) SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 1 LIMIT 21; args=(1,); alias=default
(0.016) SELECT "auth_permission"."id", "auth_permission"."name", "auth_permission"."content_type_id", "auth_permission"."codename" FROM "auth_permission" WHERE ("auth_permission"."codename" = 'add_logentry' AND "auth_permission"."content_type_id" = 1) LIMIT 21; args=('add_logentry', 1); alias=default
(0.000) UPDATE "auth_permission" SET "name" = 'Can add log entry', "content_type_id" = 1, "codename" = 'add_logentry' WHERE "auth_permission"."id" = 1; args=('Can add log entry', 1, 'add_logentry', 1); alias=default
(0.000) SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 1 LIMIT 21; args=(1,); alias=default
(0.000) SELECT "auth_permission"."id", "auth_permission"."name", "auth_permission"."content_type_id", "auth_permission"."codename" FROM "auth_permission" WHERE ("auth_permission"."codename" = 'change_logentry' AND "auth_permission"."content_type_id" = 1) LIMIT 21; args=('change_logentry', 1); alias=default
(0.000) UPDATE "auth_permission" SET "name" = 'Can change log entry', "content_type_id" = 1, "codename" = 'change_logentry' WHERE "auth_permission"."id" = 2; args=('Can change log entry', 1, 'change_logentry', 2); alias=default
(0.000) SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 1 LIMIT 21; args=(1,); alias=default
(0.000) SELECT "auth_permission"."id", "auth_permission"."name", "auth_permission"."content_type_id", "auth_permission"."codename" FROM "auth_permission" WHERE ("auth_permission"."codename" = 'delete_logentry' AND "auth_permission"."content_type_id" = 1) LIMIT 21; args=('delete_logentry', 1); alias=default
(0.000) UPDATE "auth_permission" SET "name" = 'Can delete log entry', "content_type_id" = 1, "codename" = 'delete_logentry' WHERE "auth_permission"."id" = 3; args=('Can delete log entry', 1, 'delete_logentry', 3); alias=default
(0.000) SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 1 LIMIT 21; args=(1,); alias=default
(0.000) SELECT "auth_permission"."id", "auth_permission"."name", "auth_permission"."content_type_id", "auth_permission"."codename" FROM "auth_permission" WHERE ("auth_permission"."codename" = 'view_logentry' AND "auth_permission"."content_type_id" = 1) LIMIT 21; args=('view_logentry', 1); alias=default
(0.000) UPDATE "auth_permission" SET "name" = 'Can view log entry', "content_type_id" = 1, "codename" = 'view_logentry' WHERE "auth_permission"."id" = 4; args=('Can view log entry', 1, 'view_logentry', 4); alias=default
(0.000) SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 2 LIMIT 21; args=(2,); alias=default
(0.000) SELECT "auth_permission"."id", "auth_permission"."name", "auth_permission"."content_type_id", "auth_permission"."codename" FROM "auth_permission" WHERE ("auth_permission"."codename" = 'add_permission' AND "auth_permission"."content_type_id" = 2) LIMIT 21; args=('add_permission', 2); alias=default
(0.000) UPDATE "auth_permission" SET "name" = 'Can add permission', "content_type_id" = 2, "codename" = 'add_permission' WHERE "auth_permission"."id" = 5; args=('Can add permission', 2, 'add_permission', 5); alias=default
(0.000) SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 2 LIMIT 21; args=(2,); alias=default
(0.000) SELECT "auth_permission"."id", "auth_permission"."name", "auth_permission"."content_type_id", "auth_permission"."codename" FROM "auth_permission" WHERE ("auth_permission"."codename" = 'change_permission' AND "auth_permission"."content_type_id" = 2) LIMIT 21; args=('change_permission', 2); alias=default
(0.000) UPDATE "auth_permission" SET "name" = 'Can change permission', "content_type_id" = 2, "codename" = 'change_permission' WHERE "auth_permission"."id" = 6; args=('Can change permission', 2, 'change_permission', 6); alias=default
(0.000) SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 2 LIMIT 21; args=(2,); alias=default
(0.000) SELECT "auth_permission"."id", "auth_permission"."name", "auth_permission"."content_type_id", "auth_permission"."codename" FROM "auth_permission" WHERE ("auth_permission"."codename" = 'delete_permission' AND "auth_permission"."content_type_id" = 2) LIMIT 21; args=('delete_permission', 2); alias=default
(0.000) UPDATE "auth_permission" SET "name" = 'Can delete permission', "content_type_id" = 2, "codename" = 'delete_permission' WHERE "auth_permission"."id" = 7; args=('Can delete permission', 2, 'delete_permission', 7); alias=default
(0.000) SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 2 LIMIT 21; args=(2,); alias=default
(0.000) SELECT "auth_permission"."id", "auth_permission"."name", "auth_permission"."content_type_id", "auth_permission"."codename" FROM "auth_permission" WHERE ("auth_permission"."codename" = 'view_permission' AND "auth_permission"."content_type_id" = 2) LIMIT 21; args=('view_permission', 2); alias=default
(0.000) UPDATE "auth_permission" SET "name" = 'Can view permission', "content_type_id" = 2, "codename" = 'view_permission' WHERE "auth_permission"."id" = 8; args=('Can view permission', 2, 'view_permission', 8); alias=default
(0.000) SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 3 LIMIT 21; args=(3,); alias=default
(0.000) SELECT "auth_permission"."id", "auth_permission"."name", "auth_permission"."content_type_id", "auth_permission"."codename" FROM "auth_permission" WHERE ("auth_permission"."codename" = 'add_group' AND "auth_permission"."content_type_id" = 3) LIMIT 21; args=('add_group', 3); alias=default
(0.000) UPDATE "auth_permission" SET "name" = 'Can add group', "content_type_id" = 3, "codename" = 'add_group' WHERE "auth_permission"."id" = 9; args=('Can add group', 3, 'add_group', 9); alias=default
(0.000) SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 3 LIMIT 21; args=(3,); alias=default
(0.000) SELECT "auth_permission"."id", "auth_permission"."name", "auth_permission"."content_type_id", "auth_permission"."codename" FROM "auth_permission" WHERE ("auth_permission"."codename" = 'change_group' AND "auth_permission"."content_type_id" = 3) LIMIT 21; args=('change_group', 3); alias=default
(0.000) UPDATE "auth_permission" SET "name" = 'Can change group', "content_type_id" = 3, "codename" = 'change_group' WHERE "auth_permission"."id" = 10; args=('Can change group', 3, 'change_group', 10); alias=default
(0.000) SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 3 LIMIT 21; args=(3,); alias=default
(0.000) SELECT "auth_permission"."id", "auth_permission"."name", "auth_permission"."content_type_id", "auth_permission"."codename" FROM "auth_permission" WHERE ("auth_permission"."codename" = 'delete_group' AND "auth_permission"."content_type_id" = 3) LIMIT 21; args=('delete_group', 3); alias=default
(0.000) UPDATE "auth_permission" SET "name" = 'Can delete group', "content_type_id" = 3, "codename" = 'delete_group' WHERE "auth_permission"."id" = 11; args=('Can delete group', 3, 'delete_group', 11); alias=default
(0.000) SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 3 LIMIT 21; args=(3,); alias=default
(0.000) SELECT "auth_permission"."id", "auth_permission"."name", "auth_permission"."content_type_id", "auth_permission"."codename" FROM "auth_permission" WHERE ("auth_permission"."codename" = 'view_group' AND "auth_permission"."content_type_id" = 3) LIMIT 21; args=('view_group', 3); alias=default
(0.000) UPDATE "auth_permission" SET "name" = 'Can view group', "content_type_id" = 3, "codename" = 'view_group' WHERE "auth_permission"."id" = 12; args=('Can view group', 3, 'view_group', 12); alias=default
(0.000) SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 4 LIMIT 21; args=(4,); alias=default
(0.000) SELECT "auth_permission"."id", "auth_permission"."name", "auth_permission"."content_type_id", "auth_permission"."codename" FROM "auth_permission" WHERE ("auth_permission"."codename" = 'add_user' AND "auth_permission"."content_type_id" = 4) LIMIT 21; args=('add_user', 4); alias=default
(0.000) UPDATE "auth_permission" SET "name" = 'Can add user', "content_type_id" = 4, "codename" = 'add_user' WHERE "auth_permission"."id" = 13; args=('Can add user', 4, 'add_user', 13); alias=default
(0.000) SELECT "django_content_type"."id", "django_content_type"."app_label", "django_content_type"."model" FROM "django_content_type" WHERE "django_content_type"."id" = 4 LIMIT 21; args=(4,); alias=default
(0.000) SELECT "auth_permission"."id", "auth_permission"."name", "auth_permission"."content_type_id", "auth_permission"."codename" FROM "auth_permission" WHERE ("auth_permission"."codename" = 'change_user' AND "auth_permission"."content_type_id" = 4) LIMIT 21; args=('change_user', 4); alias=default
(0.000) UPDATE "auth_permission" SET "name" = 'Can change user', "content_type_id" = 4, "codename" = 'change_user' WHERE "auth_permission"."id" = 14; args=('Can change user', 4, 'change_user', 14); alias=default
